Nombre,Marca,Modelo,Estrellas,Opinion,Votos,Fecha
"Toyota Etios 2018 XLS 4 PUERTAS SEDÁN 1.5, CAJA 6 MARCHAS MANUALES",toyota,Etios,5,"Es un excelente vehículo. Antes de comprarlo miré muchos test drive comparativos con los autos de su misma gama. Lo elegí porque combina buen equipamiento, seguridad, confort, gran habitabilidad interior, espaciosa capacidad de baúl de 560 litros, economía de consumo tranquilamente, gran motor con cadena de distribución, doble árbol de levas a la cabeza, 16 válvulas, excelente servicio post venta, nuevo diseño exterior, precio razonable. Comando de multiples funciones desde el volante, asiento ajustable en altura. Espejos eléctricos. Luces de giro en espejos laterales, llantas diamantadas de 15 pulgadas. Auxilio de igual medida que las demás ruedas. Ayuda de arranque en pendiente, ABS, doble airbag delantero, ganchos ISOFIX, los 5 cinturones son inerciales, de 3 puntos de sujeción, 3 apoya cabeza traseros, faros antiniebla delanteros, control de estabilidad, control de tracción. Pantalla táctil de 7 pulgadas con conexión a USB, HDMI, con tarjeta de memoria extraíble (se pueden ver películas, fotos, etc.). Aire acondicionado, levanta cristales en las cuatro puertas, con posibilidad de traba para niños. Cierre centralizado de puertas desde el tablero y desde la llave. Alarma, computadora de abordo con control de consumo promedio, control de consumo instantáneo, control de consumo desde el inicio y desde el re-inicio. Calculo de consumo en pesos según precio del combustible, triple odómetro (Total, parcial A, parcial B), control de intensidad de luces tablero, volante de cuero con regulación en altura, tablero central que permite ver todos los datos que birnda la computadora. Buena pantalla de 4 pulgadas para ver la velocidad y tacómetro desde cualquier lugar del vehículo (acompañante y pasajeros traseros). Guantera refrigerada, apertura de baúl y apertura de la tapa del tanque de combustible desde el interior. Indicador de velocidad promedio, tiempo parcial y total de marcha. Caja de 6 (seis) velocidades que le da un andar muy relajado en ruta a alta velocidad, reduciendo mucho el consumo. Por ejemplo, a 1800 RPM, en 6ta. llega a los 80 km/h con un rendimiento de hasta 26 km por litro (llevándolo a velocidad constante). Una autonomía a velocidades tranquilas (85/90 km/h) de hasta 750 km. Muy silencioso al andar. Estoy muy, muy contento con la elección que hice en julio de 2018. Un saludo a todos, Gabriel.",19,2019-04-16 01:08:48.496000+00:00
Toyota Etios 2017 Sedan modelo x,toyota,Etios,1,Suena las 2 puertas traseras. Al abrir. Las puertas. Tiene 40 mil km y vibra el motor acá en Perú no hay las versiones mas equipada solo el modelo x,3,2019-04-13 14:42:24.289000+00:00
Toyota Etios 2015 4 PUERTAS,toyota,Etios,5,HOLA GENTE estoy por comprar un etios usado con 48 mil km va ser mi primer auto la pregunta ignorante mia es que aceite me recomiendan,0,2019-04-11 21:29:59.503000+00:00
Toyota Etios 2017 5p.PLATINUM.A/T,toyota,Etios,5,"Tiene pequeñeces negativas. Todo lo demás, hace a un auto completo. Cómodo, sereno, económico. Será por eso que lo discontinuaron en argentina, le hacia una franca competencia al nuevo Yaris. Aclaro, tengo cámara de retroceso, sensores de estacionamiento, gps, multimedia con Tv y muchas memoria. Y el motor fantástico. Al juego Yaris le queda chico. , Ah, y velocidad crucero.... , Magnífico...",1,2019-03-27 21:39:26.628000+00:00
Toyota Etios 2017 4 puertas XS,toyota,Etios,5,"Esteticamente es cuestion de gusto, te gusta o no te gusta. A mi me gusto desde que lo vi pasar por la calle. Ya estaba cansado de mi gol, queria cambiar por algo mas moderno o mas nuevo. La version mediana superaba ampliamente el equipamiento de las versiones full de otras marcas, y tenia mucha diferencia de precio, es mucho mas barato que las marcas de siempre de autos chicos (vw, ford, etc). El auto me encanto, supero mi expectativa, es un auto chico, no se lo puede comparar con autos grandes, y entre los autos chicos es muy muy bueno. Lo recomiendo siempre.",7,2019-02-25 14:45:31.678000+00:00
Toyota Etios 2018 FULL MOTOR 1.5,toyota,Etios,5,"Estoy por comprar un Etios , pero leyendo todo estos comentarios me anima y me desanima ...",3,2019-02-13 12:30:49.722000+00:00
"Toyota Etios 2018 5 puertas, XLS caja automatica",toyota,Etios,5,"Excelente, no tengo quejas, económico en el consumo y en el mantenimiento. Gran confort, es un Toyota no mucho más puedo decir",6,2019-01-14 07:42:46.596000+00:00
Toyota Echo 2000 4puertas automático,toyota,Echo,5,Mi toyota echo me esta molestando la caja automática,0,2020-10-29 22:23:45.217000+00:00
Toyota Etios 2018 5 puertas 6M XLS,toyota,Etios,3,"Etios es un producto low cost, que se lo compra por su apellido. , El Yaris no conforma a los Argentinos. es angosto y las plazas traseras solo para niños. Etios tiene mejor habitabilidad. Mal llamado el patito feo por algunos periodistas ''especializados'', los cuales no criticaron a Prius con su extraña palanca y su tablero central. Demasiada hipocrecia. Toyota por otro lado, aplica la ley de la frazada corta con este vehiculo, aumentando seguridad a costa de un multimedia sin gps y sin camara de retroceso. Ambos elementos de seguridad tambien. Le tengo fe a Etios para que se transforme en un clasico.",2,2019-01-07 16:42:51.040000+00:00
Toyota Echo 2002 4puertas,toyota,Echo,5,"Buenos! pero tiene defectos como las bobinas de encendido amenudo se les mete agua y el motor trabaja en 3pistones ,pierde fuerza. , Repuestos baratos",0,2020-08-19 16:33:18.573000+00:00
Toyota Etios 2018 4puertas,toyota,Etios,2,"compre en mitsui la molina en peru,le suenan las 4 puertas como carro viejo,al principio no,le puse gas,al subir una pendiente en segunda no responde,casi choco atras,tiene un claxon muy debil,lo cambié.",1,2018-12-30 17:21:06.738000+00:00
Toyota Echo 2003 Sedan,toyota,Echo,4,"He comprado 2003 Toyota Echo, Sedan con 157000 km, no se si tiene cadena o correa. Cual es el  mantenimiento que se le debe realizar. , Muchas gracias",-1,2018-10-25 05:56:15.412000+00:00
Toyota Etios 2017 Etios Cross,toyota,Etios,4,"El auto hay que compararlo con los de su precio y nicho, estoy muy conforme con él, no presenta problemas y es muy económico , es verdad que no es lindo pero el motor y la caja de 6ta son excelentes",1,2018-12-14 22:46:42.480000+00:00
Toyota Echo 2001 4 puertas motor 1.3,toyota,Echo,3,Pues es bueno muy económico pero me da un problema q se enciende el piloto de presión de aceite no se porque y necesito ayuda para saber q hacer ya le cambie el sensor y el problema sigue,1,2018-09-30 05:30:16.512000+00:00
Toyota Etios 2017 4 puertas hachbak,toyota,Etios,1,"Ruidoso, inestable, mal terminado, materiales malos, incompleto por ser una versión platinum. En definitiva una mentira de toyota, mejor dicho de vergayota. Por que eso es lo que es un auto verga. Me arrepiento una y mil veces de haberlo comprado.",-12,2018-12-11 20:12:37.700000+00:00
Toyota Echo 2005 2 PUERTAS AUTOMATICO,toyota,Echo,3,"LLEVA 14 ANOS CONMIGO, DESDE NUEVO Y SE LE HA DANADO LO MAS MINIMO Y FUE HACE COMO 2 ANOS QUE EMPEZO A DANARSE.",0,2018-02-09 12:30:50.439000+00:00
Toyota Etios 2018 5 puertas XLS 6 MT,toyota,Etios,5,Un auto completo pero básico. No tiene las grandes prestaciones pero para ser el gama más baja de Toyota ofrece todos los conforts necesarios. El consumo es normal tirando a bajo (al menos en ciudad donde más lo uso). Le agregaría un mirror link utilizable a la pantalla para aprovecharla y poco más. El resto un fierro y bastante moderno.,2,2018-12-11 19:07:57.220000+00:00
Toyota Etios 2017 Sedan,toyota,Etios,2,"Estoy totalmente desilucionada con el etios... No asi con la marca. , Tengo un etios sedan 2017 actualmente 24mil km. Empezo a fallar en el arranque, en kansai me decian q era el. Mal combustible.... Cosa q no. Podia ser porque siempre cargue premium y de distintas estaciones de servicio... Conclusion hace un mes esta en servicio, aclaro lo excelente que ese mismo dia me dieron un auto sustituto no estoy a pata. Peeeero.... Empezaron a revisar y hay ollin de la. Combustion, esta con fallas y ya cambiaron aros y rectificaron tapa de cilindro! Estoy loca... Tendrian q ponerme un motor nuevo o darme otro 0km alguien sabe. Como hacer ese tipo de reclamos? Nunca. Me. Paso!",0,2018-12-01 09:15:59.730000+00:00
Toyota Etios 2018 SEDAN XLS AUTOMATICO,toyota,Etios,5,"Aún no me lo entregaron, así que mis 5 puntos es de lo que creo que le daré cuando lo tenga. Tengo un poco de miedo con la caja automática, ya que nunca manejé un auto con caja automática, pero supongo que me podré adaptar rápidamente. Si alguien tiene experiencia en ese sentido, me gustaría mucho leer sus comentarios al respecto.",2,2018-11-24 00:54:53.029000+00:00
Toyota Etios 2018 Sedan X,toyota,Etios,5,"Me compre el Etios Sedan X 2018 modelo 2019 (Básico) después de cotizar las versiones BÁSICAS de: Gol, Logan, Tiida, Accent, Swift sedan, Sail, Prisma... NINGUNO me daba como el Etios lo siguiente: , 1. Frenos ABS , 2. Control de estabilidad (ESP, llamado VSC por Toyota) , 3. Control de tracción TRC , 4. Asistencia al arranque en pendiente HAC. , 5. 2 Bolsas de emergencia. , 6. 5 cinturones de seguridad de 3 puntos. , 7. Caja mecánica de 6 velocidades la misma que ponen al Corolla. , 8. Motor 1.5 Dual VVT-i , 9. Las 4 puertas los alza vidrios son electricos. , 10. 2 Anclajes ISOFIX atras para 2 porta cunas. , 11. Baúl capacidad de 562 litros. , 12. Refrigerante de bebidas en la guantera. , 13. Por campaña (Toyotathon Perú - Arequipa) me regalaron Pantalla Touch con camara de retroceso, sensores de retroceso y neblineros. , 14. Por la campaña me lo vendieron a 11,500 dolares el 05-11-2018. , 15. Es un Toyota. ,  , * Contras de este carro a mi opinión como dueño es que por la parte de atrás es feito pero poniéndole un spoiler se supera el trauma, no trae parlantes atrás ya que los 4 parlantes están adelante pero se soluciona llevandolo a una tienda donde tunean, algo que no podrías hacer si no traería 2 bolsas de aire, ABS, ESP, TRC, HAC...  , ** ESTOY MUY CONTENTO CON ESTA INVERSIÓN el carro se maneja bien y tiene fuerza, y me garantizan su durabilidad dándome 5 años de garantía ó 150,000 kilómetros. , *** Lo mas importante: Tengo familia y siento que vamos seguros con todas estas prestaciones de seguridad que trae con el presupuesto ajustado que tenia para comprar un carro nuevo.",16,2018-11-07 20:21:35.269000+00:00
Toyota Etios 2018 Platinum,toyota,Etios,3,"Mecanicamente todos sabemos lo que es Toyota. Observaciones a) graves problemas de insonoracion b) no trae luz de cortesia en su interior trasero, guantera y baul.",3,2018-10-26 22:36:01.996000+00:00
Toyota Etios 2016 xls,toyota,Etios,4,"XLS 2015, buen funcionamiento en general y buen andar en ruta, tengo 40000 km en total 95% ruta. , problema, marcha desparjea entre 1500/2200 rpm en cambios bajos torone y se acelera solo. , Los concesionarios la patean para arriba no encuentran el problema, no quieren hacerse cargo. , una cosa que me entere en garantia mas de dos años y menos de tres la bateria te reconosen el 50 % unos HDP",4,2018-10-23 00:46:02.684000+00:00
Toyota Etios 2017 4 ptas xls,toyota,Etios,5,Mi Etios c caja de 6ta tiene 21mil km y nunca tuvo problemas... Es un excelente vehiculo y muy Economico (gasta poco combustible). Muy recomendable,7,2018-10-03 16:40:28.131000+00:00
Toyota Etios 2017 XLS 1.5 4 AT - 5 Puertas,toyota,Etios,3,"Hoy escribí a Toyota reclamando: 1-bloqueo de puertas automático , evita robos , 2-luz baja encendido automático evita  multas por infracción , 3- pantalla táctil falta GPS e informes del medio ambiente , 4-faltan sensores de retroceso.- , Cuando reciba respuesta lo informo.",11,2018-05-14 02:32:20.284000+00:00
Toyota Etios 2016 4 puertas,toyota,Etios,1,Pésimo vehículo problemas desde el comienzo.. atención  bastante escueta de parte  de los empleados durante el service,0,2018-05-14 01:30:16.866000+00:00
Toyota Etios 2017 xls 4p,toyota,Etios,3,"Calificando de -5 a +5 negativo y positivo: , ITEM	ETIOS XLS 2017 4P	 , APAGADO AUTOM. DE LUCES	-5	No tiene. Colocan como adicional en agencia. , APAGADO DE RADIO	-5	No tiene. , CIERRE AUTOM PUERTAS 20 KM/H	-5	No tiene. Comando manual de acceso incómodo. , BOLSILLOS PUERTAS	-3	Sólo una botella pequeña. , VIBRACION VOLANTE	-5	De origen; no tratado aún por concesionario. , ESTABILIDAD CON VIENTOS	-3	Riesgo de accidente , RUIDO VIENTO 120 KM/H	-5	Mala insonorización , RUIDO FRENOS (traseros)	-3	Se escucha el roce. Ferodos duros? , LLAVE ARRANQUE	-3	Entregan 1 llave. Otra sin alarma ni apertura a distancia. Con $5000 (jun´17) concesionaria provee otra. , LLAVE ARRANQUE	-5	 , RUIDO NEUM. HASTA 100 KM/H	-4	Se escucha rodadura neum. Traseros. , ESPEJOS PARASOL	-3	No tiene , PARASOL CONDUCTOR	-3	Pequeño; no rodea espejo central; sol encandila. , BRILLOS INTERIORES TABLERO (cromados y plásticos brillantes)	-3	Reflejos distractivos. , RETORNO VOLANTE	-3	No vuelve bien. , MARCA NEUMATICOS	-3	PIRELLI , ALFOMBRA PISO DELANTERO (sujeción)	3	Sujeta , COMANDO TABLERO COMPUTADORA	-3	En rayos; cuando se gira no se sabe dónde está. , COMANDO RADIO VOLANTE	-3	En rayos; cuando se gira no se sabe dónde está. , BRILLO PANELES TABLERO	-3	Al encender luces circulación baja brillo. De día con luces encendidas no se ve. , INDICADORES VELOCIDAD RPM	-3	Digitales; implicar leer. , RUEDA AUXILIO		No usé. , POSICION TABLERO	-3	Central.  No es lo mejor. , BAUL	5	Amplia capacidad , VELOCIDADES MARCHA	5	6TA. 1ra. Larga no es bueno. , MANTENIMIENTO POSTVENTA.COSTO (services)	3	Bien , POSICION CRIQUET	-3	Bajo asiento conductor. , ALARMA VOLUMETRICA INTEGRADA EN LLAVE	-5	No tiene! Ni se puede agregar! , CHAPON CARTER	-5	No trae! Colocar , CAPACIDAD REMOLQUE	-5	Cero. Por? , GUANTERA	-5	Acceso superior; sin iluminación , ROTACION NEUMATICOS	-5	Frecuente conforme manual. Por? Flojito? , ALINEACION DIRECCION	-5	Frecuente conforme manual. Por?  Flojito? , REGULACION ESPEJOS RETROVISORES	5	Eléctrico , ILUMINACION TAMBOR ARRANQUE	-5	No tiene! , BASE PLASTICA PALANCA FRENO DE MANOS CON AGUJEROS PROFUNDOS (para juntar mugre)	-5	? , EXTINTOR	5	Trae colocado. , CONJUNTO BALIZA BOTIQUIN CHALECO	5	Gentileza concesionario , CAPACIDAD TANQUE COMBUSTIBLE 	-3	45 L; menor autonomía; motor 1,5 L , LLANTAS	3	Aleación (excepto auxilio) , Confiabilidad: andando.	5	20000 km",-6,2018-04-08 18:15:04.889000+00:00
Toyota Etios 2015 4 ptas x,toyota,Etios,4,"tengo 2 etios,  el segundo lo compre porque me salio muy bueno el primero. , Para mi el etios no tiene un diseño elegante (para nada), pero tengo la confianza en los vehiculos toyota. , El 4 ptas tiene un baul MUY amplio para quienes tenemos hijos es util y para quienes cargan valijas es ideal. , Es super economico el mantenimiento y cuenta con cadena y no correa de distribusion  , Es espacioso por dentro. , El de mayor kilometraje tiene 110.000 y quitando los servis lo que he cambiado fueron las luces altas en ocasiones y los amortiguadores delanteros.  , Lo malo para mi es el diseno exterior, el embrague ruidoso despues de los 35 mil km hace un ruido como a resorte viejo, y los amortiguadores. , para mi por lo que cuesta el vehiculo $ en calidad esta excelente. , un auto feo pero fiel como pocos.",7,2018-04-02 16:11:22.657000+00:00
Toyota Dyna 2001 Sin turbo  14B,toyota,Dyna,5,No acelera devidamente no pasa del 80km/h,0,2020-10-26 23:58:42.643000+00:00
Toyota Etios 2014 4 puertas xls,toyota,Etios,5,"Excelente resultado. , Económico.  , Lo único que le hice fueron los servicios en concesionario Federico cada 10.000 km donde le cambiaron los amortiguadores delanteros a los 60.000 km y dos cubiertas porque una tenía un golpe.  , Muy flojos los paragolpes, pero hoy son todos así.  , Mucho espacio interior adelante, atrás y en el baúl.  , Ninguna queja salvo que el tablero es muy pobre. En los nuevos modelos ya lo cambiaron.  , Voy a cambiarlo por uno igual con caja automática.  , Saludos.",8,2018-03-04 12:32:27.128000+00:00
Toyota Etios 2016 4 puerta full,toyota,Etios,2,"Tengo un Etio modelo 2016 con 33000 km  y el mismo presenta los siguientes problemas : La regulación del motor en ralentí es inestable , - ruido en el embrague al acionarr el pedal , -perdida de liquido en el amortiguador delantero. , Lamentable el producto Toyota",0,2018-02-26 01:18:55.152000+00:00
Toyota Etios 2016 sedan 1.5 6m/t xls,toyota,Etios,5,"lo compre como ultima opcion, no me gustaba. Me sorprendio para bien, es un auto muy economico, de andar suave y con buen espacio interior. Tenemos 2 bebe asi que el baul nos vino bien, es enorme",3,2018-02-16 04:15:23.430000+00:00
Toyota Etios 2016 4 puertas 1.5,toyota,Etios,1,Una basura ni siquiera es de toyota oficial no es japones es de una manga de inbercionistas que fabricaron una basura total y le vendieron este auto con un moton de problemas desde el cabesal no tiene reloj de tenperarura  se cosina de una se le cay todos los sistemas operatibos del veiculo configuracion con la ecu  no ba  con el sistema del el veiculo una verdadera estafa el cliente es que  prueba el auto en la calle cunple 50.000 km y mure descartable y por el presio un horor y toyota no se ase cargo de nada en ese auto porque le mintieron a la gente averiguen porque no es de toyota no lo conpren mas una basura,-16,2017-12-17 02:38:31.760000+00:00
Toyota Etios 2017 Platinum Sedan,toyota,Etios,5,"HOLA GENTE, HE ESTADO LEYENDO TODOS LOS MENSAJES Y RESPUESTAS, LES CUENTO QUE ESTOY A DIAS DE LA POSIBLE COMPRA DEL ETIOS PLATINUM SEDAN, LUEGO LES CUENTO. , ES MUY INTERESANTE ESTE FORO... SIGAN ASI.... CON SUS ENOJOS Y SUS SOLUCIONES... ENTRE TODOS ES MAS FACIL... !!!! , SALUDOS DESDE USHUAIA, TIERRA DEL FUEGO",5,2017-11-10 19:27:19.998000+00:00
Toyota Corona 1995 Full motor 1.8,toyota,Corona,5,Que número es la tapa para el radiador,0,2020-06-04 16:08:29.315000+00:00
Toyota Corona 1994 2.0 gli 16 válvulas a/t,toyota,Corona,5,"Excelente vehículo ,muy buena calidad",0,2019-11-06 04:48:32.649000+00:00
Toyota Corona 1997 4 puertas 2000cc estandar.,toyota,Corona,5,"Es un exelente vehículo nipón.  Ya soy 2do dueño y el auto va muy  bien, esta bien conservando.  Es un auto q lo recomiendo.",1,2019-03-27 03:38:43.281000+00:00
